fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency
PRRQX,Putnam RetirementReady 2030 Fund Class A,Target-Date 2030,Putnam,202750000,7.42,3.17,2,31/10/2004,Blend,Large,USD
PRRRX,PIMCO Real Return Fund Class R,Inflation-Protected Bond,PIMCO,9790000000,3.38,1.75,3,30/12/2002,,,USD
PRRSX,PIMCO RealEstateRealReturn Strategy Fund Institutional Class,Real Estate,PIMCO,1520000000,17.81,3.35,4,29/10/2003,Blend,Medium,USD
PRRTX,Putnam RetirementReady 2030 Fund Class Y,Target-Date 2030,Putnam,202750000,7.51,2.93,3,31/10/2004,Blend,Large,USD
PRRUX,Putnam RetirementReady 2050 Fund Class Y,Target-Date 2050,Putnam,65560000,10.92,2.72,4,1/5/2005,Blend,Large,USD
PRRVX,Putnam RetirementReady 2055 Fund Class R,Target-Date 2055,Putnam,23590000,10.84,1.55,2,29/11/2010,Blend,Large,USD
PRRWX,Putnam RetirementReady 2035 Fund Class A,Target-Date 2035,Putnam,128910000,8.75,3.38,2,31/10/2004,Blend,Large,USD
PRRYX,Putnam RetirementReady 2035 Fund Class Y,Target-Date 2035,Putnam,128910000,8.77,3.06,3,31/10/2004,Blend,Large,USD
PRRZX,Putnam RetirementReady 2040 Fund Class A,Target-Date 2040,Putnam,158140000,9.83,2.79,3,31/10/2004,Blend,Large,USD
PRSAX,T. Rowe Price Global Multi-Sector Bond Fund Advisor Class,World Bond,T. Rowe Price,964100000,3.54,3.35,4,14/12/2008,Blend,Small,USD
PRSCX,T. Rowe Price Science and Technology Fund,Technology,T. Rowe Price,5900000000,22.81,0,3,29/9/1987,Growth,Large,USD
PRSGX,T. Rowe Price Spectrum Growth Fund,Large Growth,T. Rowe Price,3630000000,13.3,1.1,2,28/6/1990,Growth,Large,USD
PRSIX,T. Rowe Price Personal Strategy Income Fund,Allocation - 30% to 50% Equity,T. Rowe Price,2180000000,7.05,2.33,4,28/7/1994,Growth,Large,USD
PRSMX,T. Rowe Price Summit Municipal Intermediate Fund Investor Class,Muni National Interm,T. Rowe Price,5640000000,2.69,2.45,3,28/10/1993,Blend,Medium,USD
PRSNX,T. Rowe Price Global Multi-Sector Bond Fund Investor Class,World Bond,T. Rowe Price,964100000,3.62,3.64,5,14/12/2008,Blend,Small,USD
PRSRX,Putnam Research Fund Class R,Large Blend,Putnam,319570000,13.17,0.03,3,20/1/2003,Blend,Large,USD
PRSVX,T. Rowe Price Small-Cap Value Fund,Small Blend,T. Rowe Price,9580000000,12.77,0.35,4,29/6/1988,Blend,Small,USD
PRTAX,T. Rowe Price Tax-Free Income Fund,Muni National Long,T. Rowe Price,2500000000,2.6,3.5,3,25/10/1976,Blend,Medium,USD
PRTBX,Permanent Portfolio Short-Term Treasury Portfolio Class I,Ultrashort Bond,Permanent Portfolio,15220000,0.52,0.82,1,20/9/1987,,,USD
PRTCX,PIMCO Real Return Fund Class C,Inflation-Protected Bond,PIMCO,9790000000,3.31,1.51,3,28/1/1997,,,USD
PRTFX,Putnam RetirementReady 2060 Fund Class A,Target-Date 2060+,Putnam,1640000,11.05,3.06,2,29/11/2015,Blend,Large,USD
PRTIX,T. Rowe Price U.S. Treasury Intermediate Fund,Intermediate Government,T. Rowe Price,433610000,2.3,1.92,3,28/9/1989,Blend,Large,USD
PRTLX,Putnam RetirementReady 2055 Fund Class Y,Target-Date 2055,Putnam,23590000,11.03,2.84,3,29/11/2010,Blend,Large,USD
PRTNX,PIMCO Real Return Fund Class A,Inflation-Protected Bond,PIMCO,9790000000,3.44,2,4,28/1/1997,,,USD
PRTPX,PIMCO Long-Term Real Return Fund Class I-2,Inflation-Protected Bond,PIMCO,1560000000,6.52,2.4,5,18/11/2010,,,USD
PRTRX,Putnam RetirementReady 2060 Fund Class R,Target-Date 2060+,Putnam,1640000,11.02,2.64,2,29/11/2015,Blend,Large,USD
PRTYX,Putnam RetirementReady 2060 Fund Class Y,Target-Date 2060+,Putnam,1640000,11.1,3.07,2,29/11/2015,Blend,Large,USD
PRUAX,PGIM Jennison Utility Fund- Class A,Utilities,PGIM Funds (Prudential),3240000000,12.37,1.87,4,21/1/1990,Value,Large,USD
PRUFX,T. Rowe Price Growth Stock Fund I Class,Large Growth,T. Rowe Price,54420000000,15.92,0.29,4,27/8/2015,Growth,Large,USD
PRUIX,T. Rowe Price Equity Index 500 Fund I Class,Large Blend,T. Rowe Price,28810000000,13.63,2.02,4,27/8/2015,Blend,Large,USD
PRULX,T. Rowe Price U.S. Treasury Long-Term Fund,Long Government,T. Rowe Price,5270000000,4.59,2.54,3,28/9/1989,Growth,Large,USD
PRUQX,PGIM Jennison Utility Fund- Class R6,Utilities,PGIM Funds (Prudential),3240000000,12.51,2.16,3,25/1/2018,Value,Large,USD
PRUTX,PGIM Jennison Utility Fund- Class B,Utilities,PGIM Funds (Prudential),3240000000,12.11,1.01,3,9/8/1981,Value,Large,USD
PRUUX,T. Rowe Price U.S. Treasury Long Term Fund I Class,Long Government,T. Rowe Price,5270000000,4.63,2.69,3,2/5/2017,Growth,Large,USD
PRUZX,PGIM Jennison Utility Fund- Class Z,Utilities,PGIM Funds (Prudential),3240000000,12.43,2.11,4,29/2/1996,Value,Large,USD
PRVAX,T. Rowe Price Virginia Tax-Free Bond Fund,Muni Single State Long,T. Rowe Price,1330000000,2.46,3.04,4,29/4/1991,Value,Medium,USD
PRVBX,Permanent Portfolio Versatile Bond Portfolio Class I,Corporate Bond,Permanent Portfolio,13580000,3.94,1.64,3,26/9/1991,Value,Small,USD
PRVDX,Permanent Portfolio Versatile Bond Portfolio Class A,Corporate Bond,Permanent Portfolio,13580000,3.87,1.43,3,30/5/2016,Value,Small,USD
PRVHX,Permanent Portfolio Versatile Bond Portfolio Class C,Corporate Bond,Permanent Portfolio,13580000,3.67,0.76,2,30/5/2016,Value,Small,USD
PRVIX,T. Rowe Price Small-Cap Value Fund I Class,Small Blend,T. Rowe Price,9580000000,12.8,0.47,4,27/8/2015,Blend,Small,USD
PRVLX,Putnam RetirementReady 2045 Fund Class A,Target-Date 2045,Putnam,70570000,10.48,3.25,3,31/10/2004,Blend,Large,USD
PRVRX,PGIM QMA Large-Cap Value Fund- Class R,Large Value,PGIM Funds (Prudential),329700000,9.99,1.59,2,18/6/2015,Value,Large,USD
PRVYX,Putnam RetirementReady 2045 Fund Class Y,Target-Date 2045,Putnam,70570000,10.5,2.86,3,31/10/2004,Blend,Large,USD
PRWAX,T. Rowe Price New America Growth Fund,Large Growth,T. Rowe Price,5010000000,15.76,0.18,4,29/9/1985,Growth,Large,USD
PRWBX,T. Rowe Price Short-Term Bond Fund,Short-Term Bond,T. Rowe Price,5450000000,1.51,2.37,3,1/3/1984,Value,Medium,USD
PRWCX,T. Rowe Price Capital Appreciation Fund,Allocation - 50% to 70% Equity,T. Rowe Price,33040000000,11.91,2.16,5,29/6/1986,Growth,Large,USD
PRWIX,PIMCO RealPath 2020 Institutional,Target-Date 2020,PIMCO,10250000,4.53,6.08,2,30/3/2008,Blend,Large,USD
PRWLX,Principal Diversified International Fund Class A,Foreign Large Blend,Principal Funds,11490000000,10.74,1.22,3,27/6/2005,Blend,Large,USD
PRXAX,T. Rowe Price GNMA Fund I Class,Intermediate Government,T. Rowe Price,1320000000,1.84,2.81,4,2/5/2017,Value,Large,USD
PRXCX,T. Rowe Price California Tax-Free Bond Fund,Muni California Long,T. Rowe Price,681190000,2.64,3.04,3,14/9/1986,Blend,Medium,USD
PRXEX,T. Rowe Price New Income Fund I Class,Intermediate-Term Bond,T. Rowe Price,25370000000,3.3,3.1,3,27/8/2015,Value,Small,USD
PRXIX,T. Rowe Price Emerging Markets Bond Fund I Class,Emerging Markets Bond,T. Rowe Price,5910000000,7.29,5.12,3,27/8/2015,Value,Small,USD
PRZIX,T. Rowe Price Emerging Markets Stock Fund I Class,Diversified Emerging Mkts,T. Rowe Price,12960000000,13.92,0.68,5,27/8/2015,Growth,Large,USD
PRZZX,Putnam RetirementReady 2040 Fund Class Y,Target-Date 2040,Putnam,158140000,9.91,2.47,3,31/10/2004,Blend,Large,USD
PSABX,Principal SmallCap Fund R-1 Class,Small Blend,Principal Funds,658120000,15.7,0,3,31/10/2004,Blend,Small,USD
PSAIX,PIMCO Global Advantage Strategy Bond Fund Institutional Class,World Bond,PIMCO,412990000,3.3,2.38,3,4/2/2009,,,USD
PSAJX,Principal Strategic Asset Management Balanced Portfolio Class J,Allocation - 50% to 70% Equity,Principal Funds,4480000000,8.78,2.1,3,15/1/2007,Blend,Large,USD
PSAPX,Principal SmallCap S&P 600 Index Fund R-1 Class,Small Blend,Principal Funds,1320000000,11.38,0.39,4,31/10/2004,Blend,Small,USD
PSBAX,PNC Ultra Short Bond Fund Class A,Ultrashort Bond,PNC Funds,357950000,1.04,1.77,2,5/1/2003,Value,Medium,USD
PSBFX,Principal Strategic Asset Management Balanced Portfolio R-5 Class,Allocation - 50% to 70% Equity,Principal Funds,4480000000,8.75,1.96,3,15/1/2007,Blend,Large,USD
PSBGX,Principal Strategic Asset Management Balanced Portfolio R-1 Class,Allocation - 50% to 70% Equity,Principal Funds,4480000000,8.6,1.39,3,15/1/2007,Blend,Large,USD
PSBIX,Principal Strategic Asset Management Balanced Portfolio Institutional Class,Allocation - 50% to 70% Equity,Principal Funds,4480000000,8.8,2.2,4,15/1/2007,Blend,Large,USD
PSBJX,Principal SmallCap Fund Class J,Small Blend,Principal Funds,658120000,15.85,0.21,3,28/2/2001,Blend,Small,USD
PSBLX,Principal Strategic Asset Management Balanced Portfolio R-4 Class,Allocation - 50% to 70% Equity,Principal Funds,4480000000,8.71,1.84,3,15/1/2007,Blend,Large,USD
PSBMX,Principal SmallCap Fund R-3 Class,Small Blend,Principal Funds,658120000,15.78,0,3,5/12/2000,Blend,Small,USD
PSBNX,Principal SmallCap Fund R-2 Class,Small Blend,Principal Funds,658120000,15.73,0,3,5/12/2000,Blend,Small,USD
PSBPX,Principal SmallCap Fund R-5 Class,Small Blend,Principal Funds,658120000,15.9,0.2,3,5/12/2000,Blend,Small,USD
PSBRX,PIMCO Global Advantage Strategy Bd R,World Bond,Pimco,430480000,7.17,1.2,2,4/2/2009,,,USD
PSBSX,Principal SmallCap Fund R-4 Class,Small Blend,Principal Funds,658120000,15.81,0.15,3,5/12/2000,Blend,Small,USD
PSBVX,Principal Strategic Asset Management Balanced Portfolio R-2 Class,Allocation - 50% to 70% Equity,Principal Funds,4480000000,8.57,1.48,3,15/1/2007,Blend,Large,USD
PSCAX,Palmer Square SSI Alternative Income Fund Class A,Market Neutral,Palmer Square,280450000,2.63,1.53,3,24/5/2012,,,USD
PSCCX,PGIM Jennison Small Company Fund- Class C,Small Growth,PGIM Funds (Prudential),3140000000,15.83,0.07,2,31/7/1994,Growth,Medium,USD
PSCHX,PGIM Jennison Small Company Fund- Class R2,Small Growth,PGIM Funds (Prudential),3140000000,15.92,0.14,2,26/11/2017,Growth,Medium,USD
PSCIX,Palmer Square SSI Alternative Income Fund Class I,Market Neutral,Palmer Square,280450000,2.64,1.85,4,24/5/2012,,,USD
PSCJX,PGIM Jennison Small Company Fund- Class R4,Small Growth,PGIM Funds (Prudential),3140000000,16.01,0.39,2,26/11/2017,Growth,Medium,USD
PSCMX,Putnam Small Cap Value Fund Class R6,Small Value,Putnam,256690000,13.44,2.16,3,31/10/2013,Blend,Small,USD
PSCNX,Penn Capital Special Situations Small Cap Equity Fund Institutional Class,Small Growth,Penn Capital Management,10330000,19.36,0,2,16/12/2015,Growth,Small,USD
PSCRX,Putnam Small Cap Value Fund Class R,Small Value,Putnam,256690000,13.35,1.54,3,29/3/2007,Blend,Small,USD
PSCSX,PIMCO StocksPLUS Small Fund Institutional Class,Small Blend,PIMCO,1540000000,15.36,2.38,5,30/3/2006,Blend,Small,USD
PSCTX,Dreyfus Connecticut Fund Class A,Muni Single State Interm,Dreyfus,205840000,2.37,2.48,4,27/5/1987,Blend,Medium,USD
PSCZX,PGIM Jennison Small Company Fund- Class Z,Small Growth,PGIM Funds (Prudential),3140000000,16.03,0.5,2,29/2/1996,Growth,Medium,USD
PSDAX,PIMCO Short Duration Municipal Income Fund Class A,Muni National Short,PIMCO,214680000,1.25,1.56,3,27/3/2002,,,USD
PSDBX,Putnam Short Duration Income Fund Class B,Ultrashort Bond,Putnam,15550000000,0.76,1.94,2,16/10/2011,Value,Medium,USD
PSDCX,PIMCO Short Duration Municipal Income Fund Class C,Muni National Short,PIMCO,214680000,1.18,1.26,2,27/3/2002,,,USD
PSDDX,PIMCO Short-Duration Muni Income D,Muni National Short,Pimco,183200000,-0.13,1.22,2,30/1/2000,,,USD
PSDGX,Putnam Short Duration Income Fund Class M,Ultrashort Bond,Putnam,15550000000,0.95,2.28,3,16/10/2011,Value,Medium,USD
PSDIX,PIMCO Short Duration Municipal Income Fund Institutional Class,Muni National Short,PIMCO,214680000,1.35,1.95,4,30/8/1999,,,USD
PSDLX,Putnam Short Duration Income Fund Class C,Ultrashort Bond,Putnam,15550000000,0.76,1.94,2,16/10/2011,Value,Medium,USD
PSDMX,PIMCO Short-Duration Muni Income Adm,Muni National Short,Pimco,264320000,0.85,1.03,2,21/10/2002,,,USD
PSDPX,PIMCO Short Duration Municipal Income Fund Class I-2,Muni National Short,PIMCO,214680000,1.33,1.85,4,29/4/2008,,,USD
PSDQX,Putnam Short Duration Income Fund Class R6,Ultrashort Bond,Putnam,15550000000,0.99,2.44,3,1/7/2012,Value,Medium,USD
PSDRX,Putnam Short Duration Income Fund Class R,Ultrashort Bond,Putnam,15550000000,0.76,1.94,2,16/10/2011,Value,Medium,USD
PSDSX,Palmer Square Ultra-Short Duration Investment Grade Fund,Ultrashort Bond,Palmer Square,55300000,1.04,2.35,0,6/10/2016,,,USD
PSDTX,Putnam Short Duration Income Fund Class A,Ultrashort Bond,Putnam,15550000000,0.86,2.33,3,16/10/2011,Value,Medium,USD
PSDYX,Putnam Short Duration Income Fund Class Y,Ultrashort Bond,Putnam,15550000000,0.88,2.43,3,16/10/2011,Value,Medium,USD
PSECX,1789 Growth and Income Fund Class Class C,Allocation - 70% to 85% Equity,Pinnacle Capital Management,25520000,9.22,0.7,2,20/1/2011,Blend,Large,USD
PSEPX,1789 Growth and Income Fund Class P,Allocation - 70% to 85% Equity,Pinnacle Capital Management,25520000,9.5,1.65,2,27/8/2013,Blend,Large,USD
PSFAX,PIMCO Short-Term Fund Administrative Class,Ultrashort Bond,PIMCO,18730000000,1,2.4,4,31/1/1996,,,USD
PSFIX,Virtus Newfleet Senior Floating Rate Fund Class I,Bank Loan,Virtus,407740000,4.2,5.14,3,30/1/2008,Value,Small,USD
PSFRX,Virtus Newfleet Senior Floating Rate Fund Class A,Bank Loan,Virtus,407740000,4.13,4.89,3,30/1/2008,Value,Small,USD
PSFYX,PACE Strategic Fixed Income Investments Class Y,Intermediate-Term Bond,UBS Asset Management,739720000,3.93,3.27,4,1/2/2001,Blend,Medium,USD
PSGAX,Virtus KAR Small-Cap Growth Fund Class A,Small Growth,Virtus,4830000000,22.1,0,5,27/6/2006,Growth,Medium,USD
PSGCX,Virtus KAR Small-Cap Growth Fund Class C,Small Growth,Virtus,4830000000,21.87,0,5,27/6/2006,Growth,Medium,USD
PSGFX,Principal Strategic Asset Management Strategic Growth Fund R-5 Class,Allocation - 85%+ Equity,Principal Funds,1840000000,12.13,1.79,4,15/1/2007,Growth,Large,USD
PSGGX,Principal Strategic Asset Management Strategic Growth Fund R-1 Class,Allocation - 85%+ Equity,Principal Funds,1840000000,11.99,0.81,3,15/1/2007,Growth,Large,USD
PSGIX,BlackRock Advantage Small Cap Growth Fund Institutional Shares,Small Growth,BlackRock,686060000,18.29,0.23,3,13/9/1993,Growth,Small,USD
PSGKX,BlackRock Advantage Small Cap Growth Fund Class K,Small Growth,BlackRock,686060000,18.22,0.28,3,25/1/2018,Growth,Small,USD
PSGLX,Principal Strategic Asset Management Strategic Growth Fund R-4 Class,Allocation - 85%+ Equity,Principal Funds,1840000000,12.16,1.65,3,15/1/2007,Growth,Large,USD
PSGMX,Putnam Small Cap Growth Fund Class M,Small Growth,Putnam,457920000,19.6,0,3,17/3/2002,Growth,Small,USD
PSGPX,Principal Strategic Asset Management Strategic Growth Fund R-3 Class,Allocation - 85%+ Equity,Principal Funds,1840000000,12.11,1.53,3,15/1/2007,Growth,Large,USD
PSGQX,PGIM Jennison Focused Growth Fund-Class R6,Large Growth,PGIM Funds (Prudential),629680000,18.79,0,4,2/5/2012,Growth,Large,USD
PSGRX,Putnam Small Cap Growth Fund Class R,Small Growth,Putnam,457920000,19.67,0,3,30/11/2003,Growth,Small,USD
PSGTX,PSG Tactical Growth Fund,Allocation - 50% to 70% Equity,PSG Funds,20640000,9.07,0.81,1,17/4/2012,Value,Large,USD
PSGVX,Principal Strategic Asset Management Strategic Growth Fund R-2 Class,Allocation - 85%+ Equity,Principal Funds,1840000000,12.03,1.39,3,15/1/2007,Growth,Large,USD
PSHAX,PIMCO Short-Term Fund Class A,Ultrashort Bond,PIMCO,18730000000,1,2.4,4,19/1/1997,,,USD
PSHCX,Pioneer Short Term Income Fund Class C,Short-Term Bond,Pioneer Investments,454090000,1.37,2.38,3,7/7/2004,Value,Medium,USD
PSHIX,Principal Short-Term Income Fund Institutional Class,Short-Term Bond,Principal Funds,4750000000,1.8,2.39,4,24/7/1996,Value,Medium,USD
PSHNX,Penn Capital Defensive Short Duration High Income Fund Institutional Class,High Yield Bond,Penn Capital Management,28220000,3.35,3.59,0,16/7/2017,,,USD
PSHYX,Pioneer Short Term Income Fund Class Y,Short-Term Bond,Pioneer Investments,454090000,1.51,2.87,4,7/7/2004,Value,Medium,USD
PSIAX,PGIM QMA Stock Index Fund- Class A,Large Blend,PGIM Funds (Prudential),918780000,13.48,1.92,4,17/11/1999,Blend,Large,USD
PSIBX,Putnam Diversified Income Trust Class B,Nontraditional Bond,Putnam,4180000000,4.68,4.12,4,28/2/1993,Value,Small,USD
PSICX,PGIM QMA Stock Index Fund- Class C,Large Blend,PGIM Funds (Prudential),918780000,13.32,1.13,3,17/11/1999,Blend,Large,USD
PSIFX,PGIM QMA Stock Index Fund- Class Z,Large Blend,PGIM Funds (Prudential),918780000,13.6,2.26,4,4/11/1992,Blend,Large,USD
PSIJX,Principal SmallCap Growth Fund I Class J,Small Growth,Principal Funds,1850000000,21.32,0,4,28/2/2001,Growth,Medium,USD
PSILX,T. Rowe Price Spectrum International Fund,Foreign Large Blend,T. Rowe Price,1500000000,11.41,1.7,4,30/12/1996,Blend,Large,USD
PSIMX,Principal Short-Term Income Fund R-1 Class,Short-Term Bond,Principal Funds,4750000000,1.59,1.54,2,11/7/2010,Value,Medium,USD
PSINX,Principal Short-Term Income Fund R-2 Class,Short-Term Bond,Principal Funds,4750000000,1.53,1.67,2,11/7/2010,Value,Medium,USD
PSIOX,Principal Short-Term Income Fund R-3 Class,Short-Term Bond,Principal Funds,4750000000,1.66,1.84,3,11/7/2010,Value,Medium,USD
PSIPX,Principal Short-Term Income Fund R-4 Class,Short-Term Bond,Principal Funds,4750000000,1.63,2.04,3,11/7/2010,Value,Medium,USD
PSIQX,Principal Short-Term Income Fund R-5 Class,Short-Term Bond,Principal Funds,4750000000,1.65,2.15,3,11/7/2010,Value,Medium,USD
PSJIX,Principal Short-Term Income Fund Class J,Short-Term Bond,Principal Funds,4750000000,1.74,2.16,3,11/7/2010,Value,Medium,USD
PSKAX,PIMCO StocksPLUS?? Intl (Unhedged) Adm,Foreign Large Blend,Pimco,1870000000,26.56,4.3,4,29/11/2006,Blend,Large,USD
PSKCX,Virtus KAR Mid-Cap Growth Fund Class C,Mid-Cap Growth,Virtus,267860000,23.59,0,4,1/1/2001,Growth,Medium,USD
PSKIX,PIMCO StocksPLUS International Fund (Unhedged) Institutional Class,Foreign Large Blend,PIMCO,337110000,10.89,3.95,4,29/11/2006,Blend,Large,USD
PSKPX,PIMCO StocksPLUS Fund Class I-2,Large Blend,PIMCO,804760000,14.41,2.4,5,29/4/2008,Blend,Large,USD
PSLAX,Putnam Small Cap Value Fund Class A,Small Value,Putnam,256690000,13.31,1.8,3,11/4/1999,Blend,Small,USD
PSLBX,Putnam Small Cap Value Fund Class B,Small Value,Putnam,256690000,13.22,1.44,3,2/5/1999,Blend,Small,USD
PSLCX,Putnam Small Cap Value Fund Class C,Small Value,Putnam,256690000,13.13,1.32,3,25/7/1999,Blend,Small,USD
PSLDX,PIMCO StocksPLUS Long Duration Fund Institutional Class,Allocation - 85%+ Equity,PIMCO,489540000,19.94,9.25,5,30/8/2007,Blend,Large,USD
PSLIX,Principal SmallCap Fund Institutional Class,Small Blend,Principal Funds,658120000,15.93,0.35,4,28/2/2001,Blend,Small,USD
PSLMX,Putnam Small Cap Value Fund Class M,Small Value,Putnam,256690000,13.16,1.54,3,28/3/2000,Blend,Small,USD
PSLRX,Putnam Small Cap Value Fund Class R5,Small Value,Putnam,256690000,13.43,2.05,3,31/10/2013,Blend,Small,USD
PSLVX,Principal SystematEx Large Value Fund Class R-6,Large Value,Principal Funds,9190000,10.52,2.18,3,21/9/2015,Value,Large,USD
PSMAX,Dreyfus Massachusetts Fund Class A,Muni Massachusetts,Dreyfus,137300000,2.57,2.46,3,27/5/1987,Blend,Medium,USD
PSMBX,PGIM Short-Term Corporate Bond Fund- Class B,Short-Term Bond,PGIM Funds (Prudential),9170000000,1.98,1.34,2,8/12/1992,Value,Medium,USD
PSMCX,Principal SmallCap Fund Class C,Small Blend,Principal Funds,658120000,15.58,0,3,15/1/2007,Blend,Small,USD
PSMEX,Putnam Short-Term Municipal Income Fund Class A,Muni National Short,Putnam,21020000,1,1.5,2,17/3/2013,Value,Medium,USD
PSMFX,Putnam Short-Term Municipal Income Fund Class B,Muni National Short,Putnam,21020000,0.95,1.29,2,17/3/2013,Value,Medium,USD
PSMIX,Principal Global Multi-Strategy Fund Institutional Class Shares,Multialternative,Principal Funds,1900000000,3.25,1.43,4,23/10/2011,Growth,Large,USD
PSMJX,Principal SmallCap Value Fund II Class J,Small Value,Principal Funds,1060000000,13.06,0.38,3,1/3/2009,Blend,Small,USD
PSMKX,Pioneer Select Mid Cap Growth Fund Class K,Mid-Cap Growth,Pioneer Investments,2000000000,19.8,0,4,30/12/2014,Growth,Medium,USD
PSMLX,Principal SmallCap Fund Class R-6,Small Blend,Principal Funds,658120000,15.95,0.4,3,21/11/2016,Blend,Small,USD
PSMMX,Putnam Short-Term Municipal Income Fund Class M,Muni National Short,Putnam,21020000,0.99,1.45,2,17/3/2013,Value,Medium,USD
PSMPX,Penn Capital Managed Alpha SMID Cap Equity Fund Institutional Class,Mid-Cap Growth,Penn Capital Management,13850000,14.57,0,3,29/11/2015,Growth,Medium,USD
PSMTX,Putnam Short-Term Municipal Income Fund Class C,Muni National Short,Putnam,21020000,0.81,0.75,1,17/3/2013,Value,Medium,USD
PSMVX,Principal SmallCap Value Fund II Class R-6,Small Value,Principal Funds,1060000000,13.24,0.72,3,24/11/2014,Blend,Small,USD
PSMYX,Putnam Short-Term Municipal Income Fund Class Y,Muni National Short,Putnam,21020000,1.06,1.74,3,17/3/2013,Value,Medium,USD
PSNYX,Dreyfus New York AMT-Free Municipal Bond Fund Class A,Muni New York Intermediate,Dreyfus,313790000,2.94,2.62,4,30/12/1986,Blend,Medium,USD
PSOAX,JPMorgan Small Cap Value Fund Class A,Small Value,JPMorgan,1620000000,11.58,0.8,3,26/1/1995,Value,Small,USD
PSOCX,PIMCO StocksPLUS Absolute Return Fund Class C,Large Blend,PIMCO,1850000000,14.1,1.2,4,30/7/2003,Blend,Large,USD
PSOMX,Principal SystematEx International Fund Institutional Class,Foreign Large Blend,Principal Funds,52130000,10.4,3.28,3,21/9/2015,Value,Large,USD
PSOPX,JPMorgan Small Cap Value Fund Class I,Small Value,JPMorgan,1620000000,11.67,0.95,3,26/1/1995,Value,Small,USD
PSPAX,PIMCO StocksPLUS Fund Class A,Large Blend,PIMCO,804760000,14.3,2.38,5,19/1/1997,Blend,Large,USD
PSPCX,PIMCO StocksPLUS Fund Class C,Large Blend,PIMCO,804760000,14.07,2.12,4,19/1/1997,Blend,Large,USD
PSPFX,U.S. Global Investors Global Resources Fund,Natural Resources,U.S. Global Investors,61460000,3.21,4.56,2,2/8/1983,Value,Medium,USD
PSPIX,Principal SmallCap S&P 600 Index Fund Class R-6,Small Blend,Principal Funds,1320000000,11.59,1.23,4,21/11/2016,Blend,Small,USD
PSPJX,Principal LargeCap S&P 500 Index Fund Class J,Large Blend,Principal Funds,5800000000,13.58,1.61,4,28/2/2001,Blend,Large,USD
PSPLX,PIMCO StocksPLUS Short Fund Class I-2,Bear Market,PIMCO,1570000000,-10.52,1.91,0,28/1/2010,,,USD
PSPPX,Principal International Fund I R-2 Class,Foreign Large Growth,Principal Funds,375140000,14.65,1.32,2,31/5/2004,Growth,Large,USD
PSPRX,PIMCO StocksPLUS Fund Class R,Large Blend,PIMCO,804760000,14.24,2.12,4,30/12/2002,Blend,Large,USD
PSPTX,PIMCO StocksPLUS Absolute Return Fund Institutional Class,Large Blend,PIMCO,1850000000,14.48,1.96,5,27/6/2002,Blend,Large,USD
PSQAX,Palmer Square Strategic Credit Fund Class A,Multialternative,Palmer Square,12350000,1.4,1.34,3,16/5/2011,,,USD
PSQGX,Port Street Quality Growth Fund Institutional Class,Large Blend,Port Street Investments,110080000,7.89,0.54,2,30/3/2014,Blend,Large,USD
PSQIX,Palmer Square Strategic Credit Fund Class I,Multialternative,Palmer Square,12350000,1.4,1.66,3,16/5/2011,,,USD
PSRAX,Pioneer Strategic Income Fund Class A,Multisector Bond,Pioneer Investments,4580000000,3.58,3.02,3,14/4/1999,Value,Small,USD
PSRCX,Pioneer Strategic Income Fund Class C,Multisector Bond,Pioneer Investments,4580000000,3.39,2.38,3,14/4/1999,Value,Small,USD
PSRIX,PIMCO Senior Floating Rate Fund Institutional Class,Bank Loan,PIMCO,351170000,4.23,4.47,3,28/4/2011,,,USD
PSRPX,PIMCO Senior Floating Rate Fund Class I-2,Bank Loan,PIMCO,351170000,4.2,4.38,3,28/4/2011,,,USD
PSRWX,PIMCO Senior Floating Rate Fund Class C,Bank Loan,PIMCO,351170000,3.96,3.42,1,28/4/2011,,,USD
PSRZX,PIMCO Senior Floating Rate Fund Class A,Bank Loan,PIMCO,351170000,4.15,4.17,3,28/4/2011,,,USD
PSSAX,PIMCO StocksPLUS Short Fund Class A,Bear Market,PIMCO,1570000000,-10.6,1.78,0,30/7/2006,,,USD
PSSCX,PIMCO StocksPLUS Short Fund Class C,Bear Market,PIMCO,1570000000,-10.72,1.17,0,30/7/2006,,,USD
PSSIX,Principal SmallCap S&P 600 Index Fund Institutional Class,Small Blend,Principal Funds,1320000000,11.63,1.18,5,28/2/2001,Blend,Small,USD
PSSJX,Principal SmallCap S&P 600 Index Fund Class J,Small Blend,Principal Funds,1320000000,11.56,1.05,4,28/2/2001,Blend,Small,USD
PSSMX,Principal SmallCap S&P 600 Index Fund R-3 Class,Small Blend,Principal Funds,1320000000,11.45,0.66,4,5/12/2000,Blend,Small,USD
PSSNX,Principal SmallCap S&P 600 Index Fund R-2 Class,Small Blend,Principal Funds,1320000000,11.4,0.45,4,5/12/2000,Blend,Small,USD
PSSPX,Principal SmallCap S&P 600 Index Fund R-5 Class,Small Blend,Principal Funds,1320000000,11.58,0.92,4,5/12/2000,Blend,Small,USD
PSSRX,PGIM Jennison Financial Services Fund- Class R,Financial,PGIM Funds (Prudential),152620000,13.54,0,1,2/2/2012,Blend,Large,USD
PSSSX,Principal SmallCap S&P 600 Index Fund R-4 Class,Small Blend,Principal Funds,1320000000,11.55,0.8,4,5/12/2000,Blend,Small,USD
